text,label
5555555แน่นอล อยากิลลล,neu
เบื่ออาการแพ้ผ้าอนามัยของตัวเองมากแพ้ชิบหายแต่ก่อนไม่เป็นพอเป็นแล้วลามแม่งทุกยี่ห้อจะบ้า,neg
ต้องโดน 😋😋,neu
บัตรหายในวันที่ต้องใช้ทุกอย่างทั้งสอบทั้งลดคิวเพลสทั้งออเรียนทอลสำคัญมากเลย คิวเพลสอะลดตั้ง25%แม่งงง,neg
รีวิว มาสคาร่า เมลินดา รุ่นแมกซี่ เคิร์ล นางกันน้ำได้จริง ให้คะแนน7/10 หักตรงที่ตัวเนื้อมันมากองอยุ่ที่แปรงปัดเยอะ…,neg
บุหรี่ไฟฟ้าปรับเป็นแสน แหวนเพรช นาฬิกาหรู ร่วม 30-40ล้าน ไม่แจ้งถือร่ำรวยผิดปกติ.....ต้องยึดทรัพย์ . รอไรอยู่.....คุกด้วย กฎหมายใหม่ ประหารนี่นา...,neg
ทีแรกม่ะหิวนะ ตอนนี้หิวอะ,neu
เมื่อวาน ไปมาล่ะ เห้ย ... !!! ร้าน ปิด ปรับ ปรุง เซรง เลย,neg
Goๆๆ,neu
โจมาโลน ครับ,neu
2018.01.12ช่วงไหนจิตตกคือตกเลย ......เครียดทุกอย่าง....เครียดทุกเรื่อง ใครพูดอะไรเก็บไปเฟลหมด ......แต่ช่วงไหนไม่ดาวน์คือสดใสสุด มีคนมาสาดเลือดหน้าบ้านก็ไม่โกรธสุขภาพจิตสำคัญที่สุดจริงๆ.........#instagood #day #pcnjay #location #vscocam #j2 #instagram #instagramdaily #instagramers #instagramhub #vscocamthailand #vscogood #vsco #style #thailand #thai #drinks #alcohol #marlboro #smirnoff #beer,neg
ลูกชิ้นคริสตัลไข่ปลา,pos
กันแดด Anessa เท่าไหร่คะ,q
วันนี้พี่ก้อนไปไหนคะ,neu
ร่วมกับ U BEER PRESENT “Thailand HipHop Festival : The Legend”,neu
ดื่มกาแฟไม่เป็น ปกติดื่มชายี่ห้อheineken,neu
กินมะอ้วนๆ,neu
อยากกินเหรอ,neu
อยากได้แค่เงินไม่พอ ตอนนี้เลยใช้ X-Trail ไปพลางๆก่อน,neu
ขอโจ๊กที่ข้นๆ เหมือนกันทุกสาขา,neg
"Congratulations! [ประกาศรางวัล] จากกิจกรรมถ้าการแต่งหน้า เปรียบได้เหมือนกับการวาดภาพ กับ Colorful Drawing Collection ผู้โชคดี 1 ท่าน ที่ได้รับ รางวัล Colorful Drawing Makeup Gift Set มูลค่า 1,600 บาทก็คือ~ คุณ ผู้โชคดีที่ได้รับรางวัลจะต้องติดต่อยืนยันสิทธิ์เพื่อรับรางวัลทาง Inbox โดยการแจ้งชื่อนามสกุล/ ที่อยู่เพื่อจัดส่งรางวัล/ เบอร์โทร/ อีเมล์ ภายในวันที่ 12 เมษายน 2561 มิฉะนั้นจะถือว่าสละสิทธิ์ แอดมินขอแสดงความยินดีกับผู้โชคดีด้วยนะคะ รอรับรางวัลจากอีทูดี้ได้เลยจ้า ส่วนใครที่ยังไม่ได้ก็ไม่ต้องเสียใจไปน้า อีทูดี้ยังมีกิจกรรมอื่นๆไว้อีกมากมายให้ร่วมสนุกกันอยู่เสมอ รอติดตามหน้าเพจ ETUDE HOUSE Thailand กันให้ดีนะคะ ห้ามพลาด! **การตัดสินของคณะกรรมการถือเป็นที่สิ้นสุดค่ะ #EtudeHouseThailand #LifeIsSweet #ColorfulDrawing",neu
คัดสรรให้น้อยยยย,neu
มีตังเลี้ยงกูมั้ย55,pos
เบื่องหลังคาบสั่งห้ามออกสื่อ,neg
เปิดตัวออกมาแล้ว Honda Insight 2018 รถไฮบริดคู่แข่ง Prius,neu
ถึงกับกินไม่ลงบาบีก้อน,neg
สนใจไหมช่วงเมษาไปกัน,neu
ทำไมอะ ไหนว่าทุกสาขา,neg
แหม่ อยากลองชิมเลยครับ ตอนนี้ผมเบลนตัว หงกะรีกะเบลครับ.... ละหยอดโสมลงไปหัวนุง เอาตรงๆก็เหล้าเหลือ แต่อยากดองโสมละมันไม่เต็ม ก็เลยเทๆลงไปเลยครับ หงไม่พอ ถถถถถถ,neu
"หลุดราคาก่อนเปิดตัว ! Toyota C-HR เวอร์ชั่นไทย มี 2 เครื่องยนต์ เบนซิน 1.8 / 1.8 Hybrid 4 รุ่นย่อย : 979,000 - 1,159,000 บาท เจอกันอย่างเป็นทางการ เดือน กุมภาพันธ์ นี้",neu
"พลาดแล้วจะตกเทรนนะจ้ะ อาณาจักรความมันส์ ที่จะมาส่ายเอวต่อหน้าคุณ ! ลิฟท์ ออย คอนเสิร์ต ย้อนกระชากวัย ! ศุกร์ 6 ต.ค. นี้ .. แบล็คคาวบอยจับมือช้าง จะสวมใส่เสื้อเอวลอย แล้วสนุกความมันส์ ไปพร้อมๆ กัน งานนี้ผ่านแล้ว ผ่านเลย ไม่หวนคืนมา .... ติดต่อสอบถาม :054-230-802,066-666-6666 #LiftOil #Chang #Blackcowboysportbar #LampangConcert",neu
"& Maldives Maodeep Bangkok present ''ChivasX THE JOURNEY'' with Mild X Wan ที่จะมาสร้างความสนุกแบบ Extra!! ให้ค่ำคืนของคุณ ไม่เหมือนเดิมอีกต่อไป พร้อมลุ้นเซอร์ไพรส์ดีๆอีกเพียบ... 17 กุมภาพันธ์นี้!! RSVP: 02-222-2222, 088-888-8888 #CHIVASX #Maldievsbkk",neu
ปกป้องผิวจากการทำร้ายของแสงแดด ผสานคุณค่าการบำรุงให้ผิวนุ่มชุ่มชื้นสุขภาพดี #สวยกล้าท้าทุกแสง #คู่หูท้าแดด #kmacosmetics,neu
กินบ่อยกว่าข้าวที่บ้านก้อเอ็มเคนิงายยย,pos
จะขายทั้งวันทั้งคืนเลยไง,neu
ปีนี้นิสสันออกมาแต่ละตัวแจ่มแจ่มทั้งนั้น สวยทุกคัน,pos
ลูก พ่อไม่พาเราไป อดไปเนอะๆ😭,neu
"แลกคะแนน ให้คุณได้อิ่มสุดคุ้ม บุฟเฟต์ มา2จ่าย1 เพียง! 2,499 คะแนน ที่ Hotpot และ Daidomon 😋 https://goo.gl/1XTtQd",neu
"งั้นอย่างซีพี,เบียร์ช้าง,ดีแทคหรือบริษัทที่เข้าตลาดหลักทรัพย์ก็เป็นทุนสามานย์หรือเป็นเฉพาะทักษิณที่เริ่มจากพวกนักวิชาการสายพันธมิตรชอบกล่าวหาช่วงก่อนปฎิวัติ49...แล้วที่พวกระบบอภิสิทธิ์ชนเอาเปรียบคนในชนบทในสังคมไทยมายาวนานโดยควบคุมกลไกลรัฐมาที่่นักวิชาการฝ่ายปชต.ชอบเรียกว่ารัฐพันลึกหรือมีรัฐซ้อนรัฐดีกว่า...",neu
ขอบคุณนะคะ ตามหาตั้งนาน,pos
อยากรู้ ว่าคือสินค้าของเอสเคทูปะคะ แล้วจะมีวิธีการแก้ปัญหาอย่างไรในการคุ้มครองผู้บริโภค,q
นี่ๆ แมคนักเก็ต เค้าลดราคาพิเศษ 50% เหลือเพียง 50.- เท่านั้น (จากปกติ 85.-) เมื่อใช้บริการผ่านไดร์ฟทรู พิเศษเฉพาะลูกค้าที่มีสติกเกอร์ไดร์ฟทรู เริ่ม 5 ม.ค. ถึง 28 ก.พ. 61 - สาขาที่ให้บริการไดร์ฟทรู http://bit.ly/DriveThruTH #โปรดีบอกต่อ #แมคโดนัลด์ #ไดร์ฟทรู,neu
"ถ้าค่าแรงวันละ 700, กระทิงแดงก็จะขวด 50, ข้าวแม่งก็จานละ 100 , เบียร์ช้างขวด 200, บุหรี่ซอง 300 รับได้ ป่วยเป็นหวัดครั้งละ 10,000 , ผ่าตัดเล็กครั้งละ 3-4 แสน, ผ่าตัดใหญ่ครั้ละล้านขึ้น ไหวป่าวล่ะ, ขึ้นค่าแรงไปก็เท่านั้น นายทุนหน้าเลือดทั้งหลายไม่ปล่อยให้คุณเหลือเงินติดตัวหรอกครับ",neg
🥃🍹🍸🍷🍾 ออกมาเพิ่มรสชาติและสร้างความกลมกล่อมของความสุขให้กับชีวิตไป 🤙 กับฟรีคอนเสิร์ต BIG ASS ได้ที่ร้าน SNOP รัชดา วันเสาร์ที่ 2 ธ.ค. 60 🥁🎸🎹 🎤️🎵️ #ชีวิตดีเรามีได้ งานนี้ไม่รับจองโต๊ะในเฟส หรือในเพจนะจ๊ะ เค๊ากลัวตกหล่น ตัวเองโทรจองอย่างเดียว 088 888 8888 และ 08 88 88 88 88 ตั้งแต่บ่ายสามโมงยันตีสาม โทรเลยจ้า 😊😊😊 #snopบร้าา #BigAss #BlenFes #Blend285,neu
เอาอีกแล้วววว เค้า เรียก โกส โปรดิ้วเซอร์เว้ยยยยยยย บางคนเค้า ไม่ได้อยากได้เครดิต ขนาดนั้น ทำให้รับเงิน จบ1Job วินๆ แม่งเกาะกระแส สัด ประหยัดแรง #ทีมUR,neg
นังมิ้น,pos
บอกต่อได้บุญ!! เผย 15 อาการเริ่มต้นของ “มะเร็ง” เช็คด่วน ก่อนรักษาไม่ทัน!! (รายละเอียด),neu
อุ่มเป้งร้องไห้อยากกินแล้ววงับ,neu
ร่วมสนุกด้วยคนค่ะ #บางเพียง1มม #ซึมซับมากกว่า200เท่า #Laurier,neu
เงินเดือนออกพาไปเด้ออ,neu
กินที่ไหน,pos
ทำสีด้วยตัวเองในราคาหลักร้อย พร้อมสีผมสว่างขึ้น 4 ระดับ อย่างบล็อกเกอร์ Sophia Sakuna ด้วย ลอรีอัล ปารีส เอกซ์เซลเล้นซ์ แฟชั่น อัลตร้า ไลท์ กันค่ะ ช้อปออนไลน์: http://bit.ly/2r1sVbe คลิกเพื่อข้อมูลเพิ่มเติม: http://bit.ly/2KhYOVc #LOrealParisTH #ExcellenceFashion #UltraLights,neu
ผมเติมเงินเข้าผิดเบอร์ครับ ผมจ้องทำยังไงมันไห้ใส่รหัส OTOP จากชิม แต่ชิมผมไม่อยู่แล้ว จำได้แต่ Email รหัส เลขบัตร ปปช ช่วยหน่อยยยย,neu
ลดหุ่น,neu
น่าจะเป็นโปรทุกเดือนเพราะ 12 เดือนจะได้ทุกคน,pos
พาไปกินหน่อย😊😊,pos
แล้วมาหาก้อนอีกน้าาาา ♥️,neu
ว่างนี555,neu
ทันมะละ,neu
"ข้อความที่ทาง Maybelline official store ตอบใน Livechat แอป Lazada ตอบ ""ข้อความแรก"" มาว่าอะไร",neu
แพ้ผ้าอนามัยแทบทุกยี่ห้อ ผื่นชอบขึ้น ไม่แพ้ยี่ห้อเดียวคือวิสเปอร์ห่อเขียว แต่ก็ขายแต่ในห้างไง เซเว่นไม่เอามาขายบ้าง ความลำบากของชะนีมีเมนส์,neg
ชุมปอน(ซึ) ชุมพร มั้งครับ,neu
มีใครอยากได้โค้ดลด200บาท sephora online มั้ย หมดอายุวันนี้แร้ววว เสียดาย เอาไปใช้ที55555,neg
ขอหน้าสวยๆวีออส จบจริงๆ คันต่อไป,neu
น้ำจิ้มโชยุไต้หวัน ดีงามมาก,pos
รักเล็กๆ แต่รักนานๆ ไซส์เล็กเขาก็มีนะ 😘 #ubeer 💛 เจอได้ที่เซเว่นนะคะ,neu
ค้นพบร้านอาหารที่อร่อยทุกอย่างตั้งแต่เนื้อ ซูชิ ของหวาน อาหารทะเลสดมากกกกกกกก กุ้งกับหอยนางรมตัวใหญ่โคตร มีทั้งปิ้งกับชาบู เจ้าของร้านเอากำไรมาจากไหนงง ร้านเพิ่งเปิดแต่10วันลดราคาอยู่รีบไปกิน,pos
ที่ไหนร้อน 100 เมนูอ่ะสาขาเซียรังสิต มี20 กว่าเมนู เสียดายตังมาก ของก้ใกล้จะเสียแล้ว มีกลิ่นตุตุ,neg
บอกละกันนะอิดอกกก,pos
เด้ววว ปกติไปกินกะซูมเซทนี้ก้กินไม่หมด มึงอย่าาาาาาา 555,neg
จ้าคุณแม่,pos
นี่ก็ซื้อลิปสติก Tom Ford ตาม บตบก นะคะ ดูสีสวย+แพ็กเกจหรูมาก แต่พอใช้จริงแล้วคิดว่าแพงเกินเหตุ แพ็กเกจก๊องแก๊งไปห…,neg
พาหลวงสรศักดิ์ขับ YARiSไปที่ทะเล,neu
ท่อม ไม่ใช่ของ ชีพี ของ เบียช้าง รัฐบาลหัวควย จับทุกอย่าง ที่เป็นของ ปชช หาเช้ากินค่ำ,neg
เห็นน้องที่ทำงานใช้เลยใช้ตามพอsnail whiteรู้เลยให้มาเป็นพรีเซ็นเตอร์,neu
ไปกินมาแล้วค่ะแต่อยากให้ชุดตอกไข่กลับมาอีก,pos
เดี๋ยวอ้วนนน,neu
ตลอดเดือน ม.ค. at ITCHY ▪️เปิด 1 แถม 1 🔥🔥[ก่อน 5 ทุ่ม] ชนแก้วกันทั้งคืน ➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖ ▪️HBD.ฟรีเครื่องดื่มขนาด 1 ลิตร 🔥🔥[ก่อนตี 1] [ก่อนวันเกิด 1 ขวด/ตรงวันเกิด 1 ขวด/หลังวันเกิด 1 ขวด] ➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖ RESERVATION & INFORMATION 📞 02-222-2222 (18:00-02:00) 📞 088-888-8888 คุณเจี๊ยบ 📞 099-999-9999 คุณวิน 📞 088-888-8888 คุณจั้ม ปล.อิชชี่ใหม่...ย้ายร้านมาอยู่หลังร้านณ.สโมสร หรือฝั่งตรงกันข้ามกับโรงพยาบาลเปาโลสมุทรปราการ ให้ไปกลับรถใต้สะพาน 3 แยกการไฟฟ้า #ITCHY #WAREHOUSE #SRINAKARIN #JAMESON,neu
ใกล้ช่วงเทศกาลทีไร มักมีอะไรใหม่ๆออกมาให้ดูให้สะสมกันตลอด นี่ก็เด็ดน่าเก็บมาครอบครองมากกับช้างขวดลาย Limited Edition มีลูกบอลทั้งสีทองและเงินสลับกันไปอยู่บนขวด สวยนุ่มๆ ในแบบสไตล์ช้างๆ ต้องรีบไปจับจองกันแล้ว ได้ข่าวว่าขวดแบบนี้มีขายแค่ตามงานคอนเสิร์ตของช้าง ลานเบียร์ หรือ ร้านกลางคืนบางร้าน เท่านั้นด้วย รีบเลยยยยยยย!!! #กลับไม่ดึก,neu
ไปแดกเบียร์มาสั่งลีโอไป พอเด็กเสิร์ฟเอามาให้แดกไม่ได้เลย แม่งวิ่งเร็วชิบหายตามไม่ทัน...,neg
น่าดูมาก ครับ,pos
รอตอนเที่ยง55,neu
น่ากินนน,pos
คัดสรรๆ,neu
"พี่ฝากขายด้วย FORTUNER 2012 2.7V ติด แก๊ส หัว ฉีด AUTONIC JET21 รถ บ้าน ถัง โดนัท 71 ลิตร ไมล์ 80000 วิ่งน้อยใช้มือเดียว กทม พระราม 2 ใกล้เซ็นทรัล สีขาว ราคราคา 850,000 บาท สนใจอินบ้อกมาคับ",neu
จัดไปๆ ^__^,pos
เค้ากลัวโรงงานยาสูบเจ๊งไง..,neu
ขอบคุณเมียมากคับ555,pos
บาคาดี้ยังหลอนปากกูอยู่ ไอ้เหี้ย ขมขื่นจริงๆ,neg
ตัวช่วยดีๆ ที่สาวๆ ไม่ควรพลาด! - Wet n Wild Photo Focus Eyeshadow Primer #8511 Only A Matter Of Prime อายไพรเมอร์ ที่ช่วยให้อายแชโดว์สีแน่นชัดขึ้น ราคา 299 บาท - Wet n Wild Coverall Primer ไพรเมอร์สำหรับผิวหน้า ที่ช่วยคุมมันและให้เมคอัพติดทนนาน ราคา 390 บาท สั่งซื้อทางออนไลน์ line@:https://line.me/R/ti/p/%40bvn2823k หรือ website: http://www.wetnwildthailand.com/,neu
เลิกกินสิงห์ละกัน -_-,neg
Mazda ฟ้องลูกค้า CX-5 กว่า 95 ล้านบาท! ลูกค้า Mazda2 ถูกฟ้องบ้าง เรียกค่าเสียหาย 84 ล้านบาท คืออะไรครับอธิบายหน่อย ซ่อมให้ลูกค้าไม่ได้ก็ฟ้องลูกค้าแบบนี้หรือ ใครจะกล้าซื้อรถค่ายนี้ล่ะครับ,neg
บ้าไปแล้ววววววเจ้าหน้าที่.......,neg
เอาวะๆๆๆ #ลีโอชุดนึงนะ,neu
อีดอก กินหมูไม่ได้กินเนื้อ,pos
น่ารักจัง55,pos
23 มี.ค.61 ถามพนักงานว่าไม่เห็นเหมือนในรูป พนักงานก็ยิ้มตอบ แล้วเดินจากไป,neg
คุณแพรมีกระเป๋าเครื่องสำอางค์ Nyx ใบใหญ่เหลือสักใบไหมคะ อยากได้มากๆเลยคะ🙏🏻🙏🏻,neu
ขายอัลติสทิ้งซื้อฟอร์ดโฟกัส,neg
หาซื้อได้ที่ไหนคะ เราแพ้ผ้าอนามัยทุกยี่ห้อเลย แต่ตัวนี้ยังไม่เคยลอง😁,pos
"Live สด!! ฟุตบอล Chang FA CUP 2017 รอบ 8 ทีมสุดท้าย ""เชียงราย ยูไนเต็ด พบ บุรีรัมย์ ยูไนเต็ด"" ▶ TV Digital - กด 24 ช่อง True4U #ChangFACup2017 #มากกว่ากีฬาคือน้ำใจนักกีฬา #ThaiBevThaiTalent",neu
โย่วววว,neu
ข่อยลดปีหน้าเนอะ5555,neu
"ตกงานอีกเพียบ! “ฟอร์ด” เลิกจ้างพนักงาน 2,000 ตำแหน่ง ลุยปรับโฉมเครื่องจักรใช้สร้างรถใหม่ #kaohoon",neu
#Ford #focus #ecoboost เป็นรถที่ดีมากเสียอย่างเดียว โรงงานระยองห่วย #fordthailand,neg
ขอบคุณนะคร้าบ :) <3,pos
ไม่แดกจบ,neu
ห้ะใรน้ะ,neu
อ้าว!!! TAXI CHR. ดีลเลอร์โตโยต้าไต้หวัน โดนปิดกี่แห่งครับ อ.อิอิอิ,neg
วันไรเพียว วันนี้,neu
แสดงว่ารถตู้วิน กับอัลติสแท๊กซี่เป็นรถยุโรปราคาแพง,neg
เคยแพลนจะไปกินเอ็มเคคนเดียว...แต่ไม่มีตังค์,neg
ตกลงฮอตพอตไปอยู่ร้านไดโดม่อน หรืออะไรยังไง งง...,pos
ไปค่ะ ข้าวแกง 555,neu
ก้อยากกิน,pos
เดี๋ยวเลี้ยง,neu
ธนาคารไทยพาณิชย์ เตรียมยกเลิกใช้สมุดบัญชีเงินฝาก เพราะทำให้ต้นทุนธนาคารสูงขึ้น ทั้งต้นทุนกระดาษ ต้นทุนเครื่อง รวมถึงกระทบการทำงานของพนักงานแต่ละสาขาทำงานได้ล่าช้า หันมาเตรียมแนวทางการให้บริการบนระบบดิจิทัลแทน,neu
ผมเคยโดนหนักกว่าอีกครับ เดินมาหยิบถ้วยใส่ไป แล้วก็เอาไปเก็บไม่มาเติมให้ นั่งขำกับแฟนว่าสงสัยเขาไล่แล้ว เราคงกินเยอะไป 55555,neg
ก็เลยจัดไปเป็นครอบครัวHonda,neu
ให้เบียร์สิงห์ช่วยจ่ายดิ,neu
สุ้ๆๆครับ,neu
โห.....เห็นแล้ว...,neu
ไม่ไป???,neg
เรื่อง ส.ว. 250 คน ที่มันเป็นประเด็นมาก เพราะบทบาทสำคัญๆ ที่มาพร้อมตำแหน่ง ส.ว.- นอกจาก ส.ว. 250 คนที่ คสช.เลือก จะมีสิทธิเลือกนายกฯ แล้ว.....ถ้าอยากแก้รัฐธรรมนูญ ด่านแรกก็ต้องมีเสียง ส.ว. ส่วนหนึ่งสนับสนุนด้วย,neu
โรคกล้ามเนื้อหัวใจตายเฉียบพลัน และอาการใจสั่น โรคกล้ามเนื้อหัวใจตายเฉียบพลันเกิดจากหลอดเลือดแดงไปเลี้ยงกล้ามเนื้อหัวใจแข็งตัว หรือมีไขมันเกาะที่ผนังของหลอดเลือด ทำให้หลอดเลือดแดงตีบแคบลง ปริมาณเลือดแดงผ่านได้น้อย ทำให้เกิดภาวะกล้ามเนื้อหัวใจขาดเลือด และหากหลอดเลือดตีบแคบลงจนอุดตันจะทำให้เกิดภาวะกล้ามเนื้อหัวใจตายได้ โรคกล้ามเนื้อหัวใจตายเฉียบพลัน มีปัจจัยเสี่ยงและสาเหตุของการเกิดดังนี้ โรคความดันโลหิตและไขมันในเลือดสูง การสูบบุหรี่ โรคเบาหวาน ความอ้วน ความเครียด การไม่ออกกำลังกายอย่างสม่ำเสมอ ผู้ชายอายุ 40 ปีขึ้นไป หรือหญิงอายุ 50 ปีขึ้นไปหรือวัยหลังหมดประจำเดือน และผู้มีประวัติคนในครอบครัวเป็นโรคหัวใจ และอาการใจสั่น อาการทั่วไป ใจสั่น เจ็บหน้าอก หายใจลำบาก มีอาการคลื่นไส้ และอาจมีอาเจียน มีอาการเหงื่อออก เวียนศีรษะ สัญญาณอันตราย คืออาการเจ็บหน้าอกที่มีลักษณะเฉพาะ - เจ็บตรงกลางหน้าอก เยื้องลงมาทางลิ้นปี่เล็กน้อย - จุกแน่น อึดอัด บางทีร้าวไปถึงคอหอย ไหล่ซ้าย ข้อศอก หรือท้องแขนซ้าย กรามหรือคอด้านซ้าย - บางรายมีอาการใจหวิว ใจสั่น ชีพจรเต้นเร็วหรือช้ากว่าปกติ เหงื่อซึม หน้ามืดหมดสติ การปฏิบัติตัวเพื่อป้องกันการเกิดโรคกล้ามเนื้อหัวใจตายเฉียบพลัน​ และ ใจสั่น เพื่อป้องกันโรคกล้ามเนื้อหัวใจตายเฉียบพลันควรควบคุมความดันโลหิตและเบาหวานให้อยู่ในเกณฑ์ปกติ ควบคุมน้ำหนักไม่ให้อ้วนเพราะคนอ้วนหัวใจจะต้องทำงานมากกว่าปกติ พักผ่อนให้เพียงพอ ออกกำลังกายสม่ำเสมอ หลีกเลี่ยงความเครียด หลีกเลี่ยงอาหารที่มีไขมัน เลิกสูบบุหรี่ เพราะสารนิโคตินและสารอื่นๆ มีอันตรายต่อผนังบุด้านในหลอดเลือด การสูบบุหรี่จึงทำให้หลอดเลือดหัวใจหดตัว ลดปริมาณเลือดที่จะไปเลี้ยงกล้ามเนื้อหัวใจ หากมีอาการเจ็บแน่นหน้าอกเป็นๆหายๆ ควรรีบปรึกษาแพทย์ทันที ขอขอบคุณข้อมูลจาก: https://www.bangkokhospital.com/hearthospital สอบถามข้อมูลเพิ่มเติม โทร: 039-319888 ฉุกเฉิน: 1719 Add line: https://line.me/ti/p/@bdmschanthaburi #โรงพยาบาลกรุงเทพจันทบุรี,neu
จริงๆแล้วเบียลีโอ มันเป็นเบียร์แมว,neu
ผมมีstarexแล้วคับ เล็งcx3ไว้ในเมือง จริงๆสนมาสด้า2 แต่ผมสูง185 ลองนั่งแล้วโอเคไม่ติดเข่า,pos
ตอนไปรายการโรงเรียนแอคติ้ง มีคนบอกน้ำใช้ออริจินส์สีส้ม ไปซื้อตาม ไม่มีผลกับหนังหน้าเลยยย,neg
ช่วยเลิกบุหรี่ได้จริง จากคนที่ติดบุหรี่มาก,neu
คุณชาย กอล์ฟ แลกกับโมราต้า และเบียร์ ลีโอ ลังนึง,neu
show dc ไม่มีตู้atmเหรอวะ,neg
Jack Daniel old no.7 + Coke,neu
1. แป้ง Oriental Princess แบบแท่ง = 250 บาท 2. บลัชออน แบบแท่ง = 250 บาท 3. บลัชออนแบบตลับ = 250 บาท,neu
บุฟเฟ่ ฮอตพอท ไม่รู้ว่าเจ็บท้องใกล้คลอดก็ยังอดทนกินจนหมดเวลา,neu
เต้าหู้ชีส แต่ไม่มีแล้วเสียดาย,neg
ขอเชิญเพื่อนๆร่วมงานเปิดตัวโฉมใหม่ ANESSA พร้อมพบกับ Brand Ambassador ANESSA คนแรกของประเทศไทย “คุณปู ไปรยา สวนดอกไม้ ลุนด์เบิร์ก” ในวันเสาร์ที่ 21 เมษายนนี้ ณ Central Court ห้างสรรพสินค้า เซ็นทรัลเวิลด์ เตรียมพบกับกิจกรรมพิเศษมากมายภายในงานเพื่อคุณโดยเฉพาะ สุด Exclusive! สิทธิพิเศษสำหรับ 200 ท่านแรกที่มาร่วมงาน เชิญลงทะเบียนรับฟรี! ผลิตภัณฑ์ ANESSA Perfect UV Sunscreen Skincare Milk SPF50+ PA++++ ขนาด 20 มล. (มูลค่า 420 บาท) จากคุณปู ไปรยา Brand Ambassador ของ ANESSA หมายเหตุ: เปิดให้ลงทะเบียนในช่วงเวลา 11:00 – 13:00 น. และนำบัตรคิวมารับผลิตภัณฑ์ภายในเวลา 15:30 – 16:00 น. ในวันงานเท่านั้น,neu
กุหละรำไยคนทำกาวติดผ้าอนามัย ถ้าไม่ติดว่าต้องใส่ตรงจิ้มิ้กุคงใช้กาวตราช้างไปละ แม่ง,neg
เขย่า 11 โมงเป๊ะ เขย่าไปได้ 50 ครั้ง ขึ้นคูปองหมด คืออยากรู้จริงใครเขย่าได้บ้างเนี่ย,neg
หรือจะไปลานเบียร์สิงห์กะได้,neu
ไม่มีค่า เซ็นศาลายามีน้า,neu
รถผมเกียร์พังคาตีนเลยครับ รถไม่ได้แต่งอะไรเลย. Honda city zx,neg
ชวนแม่มาดู,neu
ถ้าบุหรี่ไฟฟ้าอยู่ในบ้าน???,neg
ควันระเบิดหรือบุหรี่ไฟฟ้าวะ,neg
อะไรเอ่ยยย,pos
ซูซูกิ มันแถ #คิดเหมือนกันซ้ายได้ไม่ซ้าย,neg
แก้ปัญหาที่ถูกต้องคือไม่สร้างทางเลือกให้อีกจะดีกว่า หรือยกเลิกสิ่งเสพติดทุกชนิดซิครับ,neu
อยากกินเอ็มเคเจ้าคะ,pos
จวน สำราญ ใช้ Malissa Kiss แล้วคิดถึงแม่จ้า อยาก kiss kiss kiss 😙😙😙 #beautrium #btgame,neu
ถามว่าประเทศที่พัฒนาแล้ว เค้าพัฒนาได้ยังไง ถ้าไม่ใช่เพราะคนในประเทศนั้นร่วมมือร่วมใจกันทำให้เกิดการพัฒนา รัฐก็เป็นส่วนสำคัญ เราก็เป็นส่วนสำคัญด้วย ประเทศจะพัฒนาได้ คนต้องพัฒนาก่อน,neu
ว้าวว,pos
ปู พงษ์สิทธิ์「Official MV」 🎶 มันสมชื่อแน่นอน LIZM ร่วมกับ Chivas Regal Thailand เสนอคอนเสิร์ต POTATO 🙌 ศุกร์ที่ 6 ตุลาคม ที่ร้าน #Lizm ประชาชื่น เพลงช้าก็จี๊ด เพลงเร็วก็เต้นมันส์ มาเซลฟี่หน้าเวทีกัน พิเศษเฉพาะงานนี้ โปร Chivas Regal Extra โทรจองโต๊ะ หรือสอบถามได้ที่ 022222222 / 088-888-8888 #LizmBangkok #Potato #ChivasX #ShareChivas http://yt2fb.com/potato-f-7/,neu
"วันนี้มาแนะนำร้านอาหาร Feed the beast ตรงซอยเจริญนคร 45 ค่า สั่ง ribs half rack แล้วก็ snack platter มี chicken wings, nachos, pulled pork มาให้ในเซ็ต อร่อยเหมือนกินอยู่เมกาเลยเทอ เอาปากดูดๆคือเนื้อหลุดมาหมดแล้วอ่ะ เค้าทำมานุ่มมากก มีเบียร์เยอะด้วยจ้า ไปลองๆ #อร่อยไปแดก",pos
ห้องน้ำสะอาดแต่ชักโครกไม่ค่อยสะอาด,neg
มึงแต่มันลด 😂,pos
....มาแล้ว มาแล้ว เสียงแจ้ว ๆ ประชาธิปัตย์เขามา ซื่อสัตย์มีความจริงใจ อยู่คู่ชาวไทยมานานหนักหนา....,neu
ขาดชาแนล coco ไปได้อย่างไร,neu
ที่นครศรีธรรมราช ใช้บริการได้ที่สาขาไหนค่ะ,neu
ครับ // แอดหงส์ทอง,neu
มะไหร่,neu
ไม่ได้กินข้าวเที่ยงด้วยยยย,neu
คงเป็นเพียงข่าวNissan ที่ดูท่าไม่เกี่ยวกับไทย,neu
ไม่อยากให้หายไปเลย,neu
คนไหนจะเปนจ้าวภาพ,pos
Cfเดอะบาม390,neu
แค่ป๋องดำก็หัวทิ่มละ😂,neg
ของแท้ 100% ซื้อมาไม่เคยแกะใช้เลย ราคา 400 ไม่รวมส่งจ้าาา.😍,neu
เอา ลีโอ คว่ำมาแดกด้วย จจ,neu
